,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
97,The Sisters Brothers,2018,R,19 Oct 2018,122 min,"Crime, Drama, Western",Jacques Audiard,"Jacques Audiard, Thomas Bidegain, Patrick DeWitt","John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal","Eli and Charlie Sisters, an infamous duo of gunslinging assassins, chase a gold prospector and his unexpected ally in 1850s Oregon.","English, Russian","France, Spain, Romania, Belgium, United States",13 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BOTZmNTI1MzMtMGY0ZS00YTRlLWI4OTktYzE3YzZjZjJkNDVlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.9,"61,868",tt4971344,movie,22 Jan 2019,"$3,143,056",N/A,N/A,True,,
98,The Nightingale,2018,R,29 Aug 2019,136 min,"Adventure, Drama, Thriller",Jennifer Kent,Jennifer Kent,"Aisling Franciosi, Maya Christie, Baykali Ganambarr","Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of","English, Irish Gaelic, Aboriginal",Australia,25 wins & 37 nominations,https://m.media-amazon.com/images/M/MV5BNjVmZmY1NmQtMWNhZS00ZDUwLTk5ZTQtZGE4NWIyM2YwMDRiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"26,909",tt4068576,movie,25 Oct 2019,"$400,209",N/A,N/A,True,,
99,Greta,2018,R,01 Mar 2019,98 min,"Drama, Mystery, Thriller",Neil Jordan,"Ray Wright, Neil Jordan","Isabelle Huppert, Chloë Grace Moretz, Maika Monroe",A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,"English, Hungarian, French, Korean","Ireland, United States",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BOTg0OTVjYjUtOWUzYS00YjJjLWI3NWItMmVjNTBlMTE2ODJlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"32,216",tt2639336,movie,28 May 2019,"$10,532,219",N/A,N/A,True,,
100,I Feel Pretty,2018,PG-13,20 Apr 2018,110 min,"Comedy, Romance","Abby Kohn, Marc Silverstein","Abby Kohn, Marc Silverstein","Amy Schumer, Michelle Williams, Emily Ratajkowski","A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never cha",English,"China, United States",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMGI3ZDRjZTQtMTMyYy00NGI4LWI2MjktNzMyMjg0NjQ2NTY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.6,"52,467",tt6791096,movie,17 Jul 2018,"$48,795,601",N/A,N/A,True,,
101,Hotel Artemis,2018,R,08 Jun 2018,94 min,"Action, Crime, Drama",Drew Pearce,Drew Pearce,"Jodie Foster, Sofia Boutella, Dave Bautista","Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.","English, French","United Kingdom, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMDhhNWE3NmQtY2Y1OC00MzQ4LWJhNjktZWEzNjEzMTE3YWIyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.1,"51,398",tt5834262,movie,09 Oct 2018,"$6,708,147",N/A,N/A,True,,
102,Slender Man,2018,PG-13,10 Aug 2018,93 min,"Horror, Mystery, Thriller",Sylvain White,"David Birke, Victor Surge","Joey King, Julia Goldani Telles, Jaz Sinclair","In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,3.2,"32,547",tt5690360,movie,06 Nov 2018,"$30,569,484",N/A,N/A,True,,
103,Trial by Fire,2018,R,17 May 2019,127 min,"Biography, Drama",Edward Zwick,"Geoffrey Fletcher, David Grann","Jack O'Connell, Laura Dern, Emily Meade","The tragic and controversial story of Cameron Todd Willingham, who was sentenced to death in Texas for killing his three children even after scientific evidence and expert testimony bolstered his claims of innocence.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTJkYTIwOTAtYjc4Yy00OTZkLThhM2EtZDFlNTJmMmY2NzgyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.1,"9,369",tt3263946,movie,30 Jul 2019,"$148,504",N/A,N/A,True,,
104,American Woman,2018,R,14 Jun 2019,111 min,"Drama, Mystery",Jake Scott,Brad Ingelsby,"Sienna Miller, Sky Ferreira, Kentucker Audley",A woman raises her young grandson after her daughter goes missing.,English,"United Kingdom, United States, Canada",5 nominations,https://m.media-amazon.com/images/M/MV5BZTFiNGRiNTItYWZlMy00NjRkLTkyOGYtMDhkZTUxNTU0NmY5XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.8,"6,412",tt4465572,movie,03 Sep 2019,"$236,637",N/A,N/A,True,,
105,Book Club,2018,PG-13,18 May 2018,104 min,"Comedy, Drama, Romance",Bill Holderman,"Bill Holderman, Erin Simms","Diane Keaton, Jane Fonda, Candice Bergen",Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,"English, Hungarian, Spanish, French",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"27,351",tt6857166,movie,03 Jul 2018,"$68,566,296",N/A,N/A,True,,
106,Slaughterhouse Rulez,2018,R,17 May 2019,104 min,"Action, Comedy, Fantasy",Crispian Mills,"Crispian Mills, Henry Fitzherbert, Luke Passmore","Jassa Ahluwalia, Asa Butterfield, Jamie Blackley",An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjExMjU1NjUwN15BMl5BanBnXkFtZTgwOTAzOTgwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.3,"14,150",tt6905696,movie,17 May 2019,"$4,665",N/A,N/A,True,,
107,Sorry to Bother You,2018,R,13 Jul 2018,112 min,"Comedy, Drama, Fantasy",Boots Riley,Boots Riley,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler","In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.",English,United States,19 wins & 58 nominations,https://m.media-amazon.com/images/M/MV5BNjgwMmI4YzUtZGI2Mi00M2MwLWIyMmMtZWYzMWZmNzAyNmYwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.9,"72,454",tt5688932,movie,23 Oct 2018,"$17,493,096",N/A,N/A,True,,
108,Pacific Rim: Uprising,2018,PG-13,23 Mar 2018,111 min,"Action, Adventure, Sci-Fi",Steven S. DeKnight,"Steven S. DeKnight, Emily Carmichael, Kira Snyder","John Boyega, Scott Eastwood, Cailee Spaeny","Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.","English, Mandarin, Russian","United Kingdom, China, Japan, United States, Mexico",6 nominations,https://m.media-amazon.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.6,"113,494",tt2557478,movie,19 Jun 2018,"$59,874,525",N/A,N/A,True,,
109,Sherlock Holmes: A Game of Shadows,2011,PG-13,16 Dec 2011,129 min,"Action, Adventure, Mystery",Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle","Robert Downey Jr., Jude Law, Jared Harris","Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.","English, French, Italian, German, Romany","United States, United Kingdom",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.5,"440,717",tt1515091,movie,12 Jun 2012,"$186,848,418",N/A,N/A,True,,
110,The Darkest Minds,2018,PG-13,03 Aug 2018,104 min,"Action, Adventure, Drama",Jennifer Yuh Nelson,"Chad Hodge, Alexandra Bracken","Amandla Stenberg, Mandy Moore, Bradley Whitford","Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTUxOGE3OTUtM2I2My00YzE3LTg2NDktZTI3NjE4NDdjMGFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.7,"31,013",tt4073790,movie,30 Oct 2018,"$12,695,691",N/A,N/A,True,,
111,Cold War,2018,R,08 Jun 2018,89 min,"Drama, History, Music",Pawel Pawlikowski,"Pawel Pawlikowski, Janusz Glowacki, Piotr Borkowski","Joanna Kulig, Tomasz Kot, Borys Szyc","In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.","Polish, French, Croatian, German, Russian, Serbian, Italian","Poland, United Kingdom, France, Belgium",Nominated for 3 Oscars. 46 wins & 120 nominations total,https://m.media-amazon.com/images/M/MV5BNTJmNzExOGItZTQyMi00YzBlLTk0ZTQtNzAxYmUwZDQwZjU4XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.6,"53,908",tt6543652,movie,31 Mar 2019,"$4,580,048",N/A,N/A,True,,
112,Truth or Dare,2018,PG-13,13 Apr 2018,100 min,"Horror, Thriller",Jeff Wadlow,"Michael Reisz, Jillian Jacobs, Christopher Roach","Lucy Hale, Tyler Posey, Violett Beane",A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,"English, Spanish",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.2,"52,930",tt6772950,movie,17 Jul 2018,"$41,411,015",N/A,N/A,True,,
113,Alpha,2018,PG-13,17 Aug 2018,96 min,"Action, Adventure, Drama",Albert Hughes,"Daniele Sebastian Wiedenhaupt, Albert Hughes","Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk","In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",English,"United States, Canada, China",2 wins,https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"60,358",tt4244998,movie,17 Mar 2018,"$35,857,181",N/A,N/A,True,,
114,At Eternity's Gate,2018,PG-13,15 Feb 2019,111 min,"Biography, Drama, History",Julian Schnabel,"Jean-Claude Carrière, Louise Kugelberg, Julian Schnabel","Willem Dafoe, Rupert Friend, Oscar Isaac","A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.","English, French","Ireland, Switzerland, United Kingdom, France, United States",Nominated for 1 Oscar. 3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BOTRmZGJiZjUtMGJjYi00MzZhLTkzYjUtODE1Yjk5ZDRiODhlXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.0,"32,734",tt6938828,movie,29 Jan 2019,"$2,294,915",N/A,N/A,True,,
115,Overboard,1987,PG,16 Dec 1987,112 min,"Comedy, Romance",Garry Marshall,Leslie Dixon,"Goldie Hawn, Kurt Russell, Edward Herrmann","A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.","English, French, Portuguese",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"56,941",tt0093693,movie,19 Jan 1999,"$26,713,187",N/A,N/A,True,,
116,Summer of 84,2018,Not Rated,10 Aug 2018,105 min,"Drama, Horror, Mystery","François Simard, Anouk Whissell, Yoann-Karl Whissell","Matt Leslie, Stephen J. Smith","Graham Verchere, Judah Lewis, Caleb Emery","After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",English,Canada,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTJhMmQyZDAtZTg3Mi00NzQwLWJkZWEtNzE5MTZhMzIyYTM2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.7,"38,484",tt5774450,movie,24 Aug 2018,N/A,N/A,N/A,True,,
117,Arctic,2018,PG-13,31 Jan 2019,98 min,"Adventure, Drama",Joe Penna,"Joe Penna, Ryan Morrison","Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,"English, Danish",Iceland,5 nominations,https://m.media-amazon.com/images/M/MV5BY2E2YTU0NDktMjQxZi00NTU1LWIyZTUtOGI2OGIzNTVjM2VmXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"49,247",tt6820256,movie,30 Apr 2019,"$2,410,795",N/A,N/A,True,,
118,A Wrinkle in Time,2018,PG,09 Mar 2018,109 min,"Adventure, Family, Fantasy",Ava DuVernay,"Jennifer Lee, Jeff Stockwell, Madeleine L'Engle","Storm Reid, Oprah Winfrey, Reese Witherspoon","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",English,United States,5 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,4.2,"43,868",tt1620680,movie,24 Sep 2018,"$100,478,608",N/A,N/A,True,,
119,London Fields,2018,R,26 Oct 2018,118 min,"Crime, Mystery, Thriller",Mathew Cullen,"Roberta Hanley, Martin Amis","Jason Isaacs, Amber Heard, Gemma Chan",Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.,English,"United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BYjMwYWNiN2EtMWNkMS00MDU5LThiMGMtOTk5NTQzMjQ4OTkwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,3.9,"8,859",tt1273221,movie,12 Feb 2019,"$252,676",N/A,N/A,True,,
120,Andhadhun,2018,Not Rated,05 Oct 2018,139 min,"Comedy, Crime, Music",Sriram Raghavan,"Arijit Biswas, Yogesh Chandekar, Sriram Raghavan","Ayushmann Khurrana, Tabu, Radhika Apte","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.","Hindi, English",India,29 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.2,"86,216",tt8108198,movie,16 Dec 2018,"$1,193,046",N/A,N/A,True,,
121,Hotel Mumbai,2018,R,29 Mar 2019,123 min,"Action, Drama, History",Anthony Maras,"John Collee, Anthony Maras","Dev Patel, Armie Hammer, Nazanin Boniadi",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,"Hindi, English, Russian","Australia, United States, United Kingdom, Singapore",9 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BYTJlZWY2YjYtZGIxMy00MDEwLTliNzMtZGM3MDQ1NzlmNDY1XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.6,"60,249",tt5461944,movie,11 Jun 2019,"$9,651,611",N/A,N/A,True,,
122,Life of the Party,2018,PG-13,11 May 2018,105 min,Comedy,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Matt Walsh, Molly Gordon","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.6,"36,328",tt5619332,movie,18 Jun 2018,"$53,059,911",N/A,N/A,True,,
123,American Animals,2018,R,14 Aug 2018,116 min,"Biography, Crime, Drama",Bart Layton,"Bart Layton, Jon Croker, Peter Straughan","Spencer Reinhard, Warren Lipka, Eric Borsuk",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"English, Dutch","United Kingdom, United States",10 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.0,"42,541",tt6212478,movie,14 Aug 2018,"$2,856,954",N/A,N/A,True,,
124,The House with a Clock in Its Walls,2018,PG,21 Sep 2018,105 min,"Comedy, Family, Fantasy",Eli Roth,"John Bellairs, Eric Kripke","Jack Black, Cate Blanchett, Owen Vaccaro",A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,English,"United States, Canada, India",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTk1MzM1ODEwOV5BMl5BanBnXkFtZTgwMTE0OTA4NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,"49,821",tt2119543,movie,27 Nov 2018,"$68,549,695",N/A,N/A,True,,
