,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
128,Why Him?,2016,R,23 Dec 2016,111 min,Comedy,John Hamburg,"John Hamburg, Ian Helfer, Jonah Hill","Zoey Deutch, James Franco, Tangie Ambrose",A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.,"English, Central Khmer",United States,1 win,https://m.media-amazon.com/images/M/MV5BNDlkMDQ1NzUtNGE3OC00NmUwLWI0NjAtNDJmODUzY2NhOGIzL2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.2,"108,619",tt4501244,movie,28 Mar 2017,"$60,323,786",N/A,N/A,True,,
129,Miracles from Heaven,2016,PG,16 Mar 2016,109 min,"Biography, Drama, Family",Patricia Riggen,"Christy Beam, Randy Brown","Jennifer Garner, Kylie Rogers, Martin Henderson",Based on the incredible true story of the Beam family.,English,United States,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjkyOTI5NzgxMl5BMl5BanBnXkFtZTgwNjg4MzQzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,7.1,"24,580",tt4257926,movie,12 Jul 2016,"$61,705,123",N/A,N/A,True,,
130,Colossal,2016,R,21 Apr 2017,109 min,"Comedy, Drama, Fantasy",Nacho Vigalondo,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell","Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to","English, Korean","Canada, United States, Spain, South Korea",3 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.2,"62,887",tt4680182,movie,01 Aug 2017,"$3,029,287",N/A,N/A,True,,
131,Free Fire,2016,R,21 Apr 2017,91 min,"Action, Comedy, Crime",Ben Wheatley,"Amy Jump, Ben Wheatley","Sharlto Copley, Brie Larson, Armie Hammer","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",English,United Kingdom,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BOWZjMDVhMDgtMTljZC00NmM0LWE1ODYtNGZmMGRhZTc3MTg2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.4,"45,631",tt4158096,movie,18 Jul 2017,"$1,799,312",N/A,N/A,True,,
132,The Void,2016,Not Rated,07 Apr 2017,90 min,"Horror, Mystery, Sci-Fi","Jeremy Gillespie, Steven Kostanski","Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers","Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.",English,Canada,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzU0MzgxMjAtYjU0NC00ZWYyLTljZWUtNTRkNzBhZTYwYzY4XkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.9,"34,304",tt4255304,movie,22 Nov 2016,"$151,042",SGL Entertainment,https://sglmoviestore.com/horror/the-void/,True,,
133,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
134,Neighbors 2: Sorority Rising,2016,R,20 May 2016,92 min,Comedy,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien, Nicholas Stoller","Seth Rogen, Rose Byrne, Zac Efron","When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",English,"United States, China",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTY0NzUxMDUzN15BMl5BanBnXkFtZTgwNzI2MTY4ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.7,"119,631",tt4438848,movie,20 Sep 2016,"$55,455,765",N/A,N/A,True,,
135,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
136,Free State of Jones,2016,R,24 Jun 2016,139 min,"Action, Biography, Drama",Gary Ross,"Gary Ross, Leonard Hartman","Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali",A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"56,548",tt1124037,movie,20 Sep 2016,"$20,810,036",N/A,N/A,True,,
137,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
138,Gold,2016,R,27 Jan 2017,120 min,"Crime, Drama",Stephen Gaghan,"Patrick Massett, John Zinman","Matthew McConaughey, Edgar Ramírez, Bryce Dallas Howard","Kenny Wells, a prospector desperate for a lucky break, teams up with a similarly eager geologist and sets off on a journey to find gold in the uncharted jungle of Indonesia.","English, Indonesian",United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNzI1NjI5OTUyM15BMl5BanBnXkFtZTgwOTM4NzY2MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"61,548",tt1800302,movie,02 May 2017,"$7,227,038",N/A,N/A,True,,
139,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
140,31,2016,R,16 Sep 2016,102 min,"Horror, Thriller",Rob Zombie,Rob Zombie,"Malcolm McDowell, Richard Brake, Jeff Daniel Phillips","Five carnival workers are kidnapped and held hostage in an abandoned, hellish compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.","English, Spanish, German","United Kingdom, United States",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNTE0NTMzNjE0NV5BMl5BanBnXkFtZTgwMzM4NTM3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.1,"20,084",tt3835080,movie,20 Dec 2016,"$779,820",N/A,N/A,True,,
141,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
142,Goat,2016,R,23 Sep 2016,96 min,Drama,Andrew Neel,"David Gordon Green, Brad Land, Andrew Neel","Ben Schnetzer, Nick Jonas, Gus Halper","Reeling from a terrifying assault, a 19 year-old enrolls into college with his brother and pledges the same fraternity. What happens there in the name of ""brotherhood"" tests him and his loyalty to his brother in brutal ways.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTUxNjg1ODY3Ml5BMl5BanBnXkFtZTgwODEyNjUzOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,5.7,"7,725",tt4437216,movie,13 Dec 2016,"$23,020",N/A,N/A,True,,
143,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
144,A Monster Calls,2016,PG-13,06 Jan 2017,108 min,"Adventure, Drama, Family",J.A. Bayona,"Patrick Ness, Siobhan Dowd","Lewis MacDougall, Sigourney Weaver, Felicity Jones",A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,English,"United Kingdom, Spain, United States",39 wins & 56 nominations,https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.5,"85,957",tt3416532,movie,28 Mar 2017,"$3,740,823",N/A,N/A,True,,
145,Anthropoid,2016,R,09 Sep 2016,120 min,"Action, Biography, Drama",Sean Ellis,"Sean Ellis, Anthony Frewin","Jamie Dornan, Cillian Murphy, Brian Caspe","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.","English, Czech, German","Czech Republic, United Kingdom, United States, France",1 win & 16 nominations,https://m.media-amazon.com/images/M/MV5BMjIxNzE0NjY1Nl5BMl5BanBnXkFtZTgwNjYzOTkxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.2,"46,660",tt4190530,movie,01 Nov 2016,"$2,964,845",N/A,N/A,True,,
146,Kubo and the Two Strings,2016,PG,19 Aug 2016,101 min,"Animation, Action, Adventure",Travis Knight,"Marc Haimes, Chris Butler, Shannon Tindle","Charlize Theron, Art Parkinson, Matthew McConaughey",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,English,"United States, Japan",Nominated for 2 Oscars. 33 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.8,"125,380",tt4302938,movie,22 Nov 2016,"$48,023,088",N/A,N/A,True,,
147,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
148,Blair Witch,2016,R,16 Sep 2016,89 min,"Horror, Mystery, Thriller",Adam Wingard,Simon Barrett,"James Allen McCune, Callie Hernandez, Corbin Reid","After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",English,"Canada, United States",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjI0NTEyMjA3NV5BMl5BanBnXkFtZTgwODk5OTU4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.0,"44,202",tt1540011,movie,03 Jan 2017,"$20,777,061",N/A,N/A,True,,
149,The Salesman,2016,PG-13,31 Aug 2016,124 min,Drama,Asghar Farhadi,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Babak Karimi","While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.","Persian, English","Iran, France",Won 1 Oscar. 13 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTBkMjMyN2UtNzVjNi00Y2ZiLTk2MDYtN2Y0MjgzYjAxNzE4XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.7,"57,555",tt5186714,movie,02 May 2017,"$2,402,067",N/A,N/A,True,,
150,In a Valley of Violence,2016,R,21 Oct 2016,104 min,"Action, Western",Ti West,Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga",A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUxMjExOTA2OF5BMl5BanBnXkFtZTgwMzI3NTgxMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.0,"18,072",tt3608930,movie,27 Dec 2016,"$61,797",N/A,N/A,True,,
151,Ratchet,1996,R,06 Feb 1998,114 min,Thriller,John Johnson,John Johnson,"Tom Gilroy, Margaret Welsh, Mitchell Lichtenstein","An scriptwriter heads off to Nantucket to find some inspiration for his latest, overdue, assignment. He becomes embroiled in small-town hi-jinks of murder, sex and violence, when he decides to pass off the local weirdo's script as hi",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYTk1NTM4MDktOWY3Ny00ZmE0LThlYjEtYzFmMGRmNzBhZjRiXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,134,tt0117443,movie,N/A,N/A,N/A,N/A,True,,
152,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
153,Rules Don't Apply,2016,PG-13,23 Nov 2016,127 min,"Comedy, Drama, Romance",Warren Beatty,"Warren Beatty, Bo Goldman","Lily Collins, Haley Bennett, Taissa Farmiga","The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire Howard Hughes.",English,United States,3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTc0MTk4MTI1M15BMl5BanBnXkFtZTgwOTIxMDQ0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.7,"10,750",tt1974420,movie,28 Feb 2017,"$3,652,206",N/A,N/A,True,,
154,Office Christmas Party,2016,R,09 Dec 2016,105 min,Comedy,"Josh Gordon, Will Speck","Jon Lucas, Scott Moore, Timothy Dowling","Jason Bateman, Olivia Munn, T.J. Miller","When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...","English, Russian",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzgyZjE1MjUtYjFjZS00NzMzLWFmNWMtMDJjNGY0ZTgwYjc3XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.9,"78,561",tt1711525,movie,04 Apr 2017,"$54,767,494",N/A,N/A,True,,
155,Better Watch Out,2016,R,09 Nov 2017,89 min,"Comedy, Horror, Thriller",Chris Peckover,"Zack Kahn, Chris Peckover","Olivia DeJonge, Levi Miller, Ed Oxenbould","On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",English,"Australia, United States",8 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmE5NWQyYjktMmMzYi00YjY2LWFmNTUtMWQyMzcwNWM2NWYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.5,"36,725",tt4443658,movie,05 Dec 2017,"$20,369",N/A,N/A,True,,
156,Florence Foster Jenkins,2016,PG-13,12 Aug 2016,111 min,"Biography, Comedy, Drama",Stephen Frears,"Nicholas Martin, Julia Kogan","Meryl Streep, Hugh Grant, Simon Helberg","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.","English, German, Italian, Russian","United Kingdom, France",Nominated for 2 Oscars. 10 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"54,672",tt4136084,movie,13 Dec 2016,"$27,383,770",N/A,N/A,True,,
157,Batman: The Killing Joke,2016,R,25 Jul 2016,76 min,"Animation, Action, Crime",Sam Liu,"Brian Azzarello, Brian Bolland, Bob Kane","Kevin Conroy, Mark Hamill, Tara Strong","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTdjZTliODYtNWExMi00NjQ1LWIzN2MtN2Q5NTg5NTk3NzliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}]",N/A,6.4,"53,755",tt4853102,movie,02 Aug 2016,"$3,775,000",N/A,N/A,True,,
158,Leap!,2016,PG,25 Aug 2017,89 min,"Animation, Adventure, Comedy","Eric Summer, Éric Warin, Mimi Maynard","Eric Summer, Laurent Zeitoun, Carol Noble","Elle Fanning, Dane DeHaan, Carly Rae Jepsen","An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",English,"France, Canada",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZjEzMmFlNWUtYTFhOC00ZDMxLTllZmItZjc3ODMwNTk2ZmNlXkEyXkFqcGdeQXVyNTY2ODgzODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"21,617",tt2261287,movie,07 Nov 2017,"$24,702,560",N/A,N/A,True,,
159,The Untamed,2016,Not Rated,21 Jul 2017,98 min,"Drama, Horror, Mystery",Amat Escalante,"Amat Escalante, Gibrán Portela","Ruth Ramos, Simone Bucio, Jesús Meza","A couple in a troubled marriage locate a meteorite, initiating an encounter with a mysterious creature. Their lives are turned upside down by the discovery of the creature, which is a source of both pleasure and destruction.","Spanish, English",Mexico,7 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BOTcyZjViMzMtNjcwNS00YjQyLWI3OGMtYWIzNGIwZDNkY2FiXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.1,"5,457",tt5265960,movie,N/A,"$27,593",Pimienta Films,N/A,True,,
160,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
161,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
162,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
163,The Forest,2016,PG-13,08 Jan 2016,93 min,"Horror, Mystery, Thriller",Jason Zada,"Nick Antosca, Sarah Cornwell, Ben Ketai","Natalie Dormer, Eoin Macken, Stephanie Vogt","A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.","English, Japanese",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjAwMzQzNTc5OV5BMl5BanBnXkFtZTgwNDgyMTU2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,4.8,"41,879",tt3387542,movie,12 Apr 2016,"$26,594,261",N/A,N/A,True,,
164,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
165,Monster Trucks,2016,PG,13 Jan 2017,104 min,"Action, Adventure, Comedy",Chris Wedge,"Derek Connolly, Matthew Robinson, Jonathan Aibel","Lucas Till, Jane Levy, Thomas Lennon",A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,English,"Canada, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.7,"16,694",tt3095734,movie,11 Apr 2017,"$33,370,166",N/A,N/A,True,,
166,The Hollars,2016,PG-13,26 Aug 2016,88 min,"Comedy, Drama, Romance",John Krasinski,Jim Strouse,"Sharlto Copley, Charlie Day, Richard Jenkins",A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTUyODk3ODUyMV5BMl5BanBnXkFtZTgwMDQ4NjI0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"12,577",tt3714720,movie,06 Dec 2016,"$1,016,985",N/A,N/A,True,,
167,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
168,Toni Erdmann,2016,R,25 Dec 2016,162 min,"Comedy, Drama",Maren Ade,Maren Ade,"Sandra Hüller, Peter Simonischek, Michael Wittenborn",A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,"German, English, Romanian","Germany, Austria, Monaco, Romania, France, Switzerland",Nominated for 1 Oscar. 59 wins & 84 nominations total,https://m.media-amazon.com/images/M/MV5BYzA4OGQ5NmMtNzM1ZC00YzIxLThmZWQtODkyYTA0ZGI3MGIzXkEyXkFqcGdeQXVyMjQwNjczOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.4,"47,054",tt4048272,movie,11 Apr 2017,"$1,479,387",N/A,N/A,True,,
