,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
127,The Bounty Hunter,2010,PG-13,19 Mar 2010,110 min,"Action, Comedy, Romance",Andy Tennant,Sarah Thorp,"Jennifer Aniston, Gerard Butler, Gio Perez","A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.","English, Ukrainian",United States,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.6,"125,518",tt1038919,movie,13 Jul 2010,"$67,061,228",N/A,N/A,True,,
128,From Paris with Love,2010,R,05 Feb 2010,92 min,"Action, Crime, Thriller",Pierre Morel,"Adi Hasak, Luc Besson","John Travolta, Jonathan Rhys Meyers, Kasia Smutniak","In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city.","English, French, Mandarin, German","France, United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BODAwMDFjNjktMWY2Mi00MmVhLWI0MjYtNzg4OTI0NzA5YzBjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.4,"115,617",tt1179034,movie,08 Jun 2010,"$24,077,427",N/A,N/A,True,,
129,13 Assassins,2010,R,25 Sep 2010,141 min,"Action, Adventure, Drama",Takashi Miike,"Kaneo Ikegami, Shoichirou Ikemiya, Daisuke Tengan","Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya",A group of assassins come together for a suicide mission to kill an evil lord.,Japanese,"Japan, United Kingdom",15 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BODg3MTYwODY3MF5BMl5BanBnXkFtZTcwMDk2MzYwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.6,"64,323",tt1436045,movie,05 Jul 2011,"$802,778",N/A,N/A,True,,
130,Nanny McPhee Returns,2010,PG,20 Aug 2010,109 min,"Comedy, Family, Fantasy",Susanna White,"Emma Thompson, Christianna Brand","Emma Thompson, Maggie Gyllenhaal, Ralph Fiennes","Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons.",English,"United Kingdom, France, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"31,475",tt1415283,movie,14 Dec 2010,"$29,011,215",N/A,N/A,True,,
131,All Good Things,2010,R,03 Dec 2010,101 min,"Crime, Drama, Mystery",Andrew Jarecki,"Marcus Hinchey, Marc Smerling","Ryan Gosling, Kirsten Dunst, Frank Langella","Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTcwMjIyMTc2Nl5BMl5BanBnXkFtZTcwOTQyMzc5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.3,"55,165",tt1175709,movie,29 Mar 2011,"$582,024",N/A,N/A,True,,
132,Wild Target,2010,PG-13,18 Jun 2010,98 min,"Action, Comedy, Crime",Jonathan Lynn,"Lucinda Coxon, Pierre Salvadori","Bill Nighy, Emily Blunt, Rupert Grint","A hitman tries to retire, but a beautiful thief may change his plans.","English, French","United Kingdom, France",N/A,https://m.media-amazon.com/images/M/MV5BYzM4NzFmMDktMzJiYS00OWU0LWFkZjEtM2ZhNzg0NzU3ZTUwXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.8,"37,662",tt1235189,movie,08 Feb 2011,"$108,589",N/A,N/A,True,,
133,When in Rome,2010,PG-13,29 Jan 2010,91 min,"Comedy, Romance",Mark Steven Johnson,"David Diamond, David Weissman","Kristen Bell, Josh Duhamel, Anjelica Huston","Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.","English, Italian, Ukrainian",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.6,"61,347",tt1185416,movie,15 Jun 2010,"$32,680,633",N/A,N/A,True,,
134,Going the Distance,2010,R,03 Sep 2010,102 min,"Comedy, Romance",Nanette Burstein,Geoff LaTulippe,"Drew Barrymore, Justin Long, Ron Livingston",A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.3,"57,896",tt1322312,movie,30 Nov 2010,"$17,804,299",N/A,N/A,True,,
135,Somewhere,2010,R,21 Jan 2011,97 min,"Comedy, Drama",Sofia Coppola,Sofia Coppola,"Stephen Dorff, Elle Fanning, Chris Pontius","After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.","English, Italian","United States, United Kingdom, Italy, Japan",4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTg1MzE1NDA0M15BMl5BanBnXkFtZTcwODM2MDY1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.3,"44,387",tt1421051,movie,19 Apr 2011,"$1,785,645",N/A,N/A,True,,
136,Secretariat,2010,PG,08 Oct 2010,123 min,"Biography, Drama, Family",Randall Wallace,"Mike Rich, William Nack","Diane Lane, John Malkovich, Margo Martindale","Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",English,United States,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.2,"27,901",tt1028576,movie,25 Jan 2011,"$59,713,955",N/A,N/A,True,,
137,Ip Man 2,2010,R,29 Apr 2010,108 min,"Action, Biography, Drama",Wilson Yip,"Tai-lee Chan, Hiu-Yan Choi, Edmond Wong","Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung",Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,"Cantonese, Chinese, English","Hong Kong, China",6 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BZWM2MTcyMDgtZTZkNS00NTg5LWIwNzEtMmY1Y2I1MTZjYTE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.5,"102,726",tt1386932,movie,19 Apr 2011,"$205,675",N/A,N/A,True,,
138,Death at a Funeral,2007,R,07 Sep 2007,90 min,Comedy,Frank Oz,Dean Craig,"Matthew Macfadyen, Peter Dinklage, Ewen Bremner",Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,English,"United States, Germany, United Kingdom, Netherlands",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4OTIyNTM1MF5BMl5BanBnXkFtZTcwMjUzNTg0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.4,"113,695",tt0795368,movie,N/A,"$8,580,428",N/A,N/A,True,,
139,The Spy Next Door,2010,PG,15 Jan 2010,94 min,"Action, Comedy, Family",Brian Levant,"Jonathan Bernstein, James Greer, Gregory Poirier","Jackie Chan, Amber Valletta, Billy Ray Cyrus","Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau.","English, Chinese, Russian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.5,"42,973",tt1273678,movie,18 May 2010,"$24,307,086",N/A,N/A,True,,
140,Hereafter,2010,PG-13,22 Oct 2010,129 min,"Drama, Fantasy, Romance",Clint Eastwood,Peter Morgan,"Matt Damon, Cécile de France, Bryce Dallas Howard","A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.","English, French, German",United States,Nominated for 1 Oscar. 4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.4,"92,201",tt1212419,movie,15 Mar 2011,"$32,746,941",N/A,N/A,True,,
141,Repo Men,2010,R,19 Mar 2010,111 min,"Action, Sci-Fi, Thriller",Miguel Sapochnik,"Eric Garcia, Garrett Lerner","Jude Law, Forest Whitaker, Alice Braga","Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.","English, Spanish","United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,6.3,"104,892",tt1053424,movie,17 Jan 2006,"$13,794,835",N/A,N/A,True,,
142,Vampires Suck,2010,PG-13,18 Aug 2010,82 min,"Comedy, Horror","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Diedrich Bader","A spoof of vampire-themed movies. Teenager, Becca finds herself torn between 2 boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom.","English, German",United States,7 nominations,https://m.media-amazon.com/images/M/MV5BMTk2MDk0NDU4MF5BMl5BanBnXkFtZTcwNzAyODk2Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,3.4,"48,349",tt1666186,movie,30 Nov 2010,"$36,661,504",N/A,N/A,True,,
143,I'm Still Here,2010,R,16 Sep 2010,108 min,"Documentary, Comedy, Drama",Casey Affleck,"Casey Affleck, Joaquin Phoenix","Joaquin Phoenix, Antony Langdon, Carey Perloff",Documents Joaquin Phoenix's transition from the acting world to a career as an aspiring rapper.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNTE5NjA2NzM5Ml5BMl5BanBnXkFtZTcwODg5NTE3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"22,193",tt1356864,movie,23 Nov 2010,"$408,983",N/A,N/A,True,,
144,The Whistleblower,2010,R,27 Oct 2011,112 min,"Biography, Crime, Drama",Larysa Kondracki,"Larysa Kondracki, Eilis Kirwan","Rachel Weisz, Monica Bellucci, Vanessa Redgrave","A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal.","English, Romanian, Russian, Serbian, Ukrainian","Canada, Germany",8 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTkwNzU4MDk1OF5BMl5BanBnXkFtZTcwMjIyMjg4NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.1,"33,171",tt0896872,movie,24 Jan 2012,"$1,124,966",N/A,N/A,True,,
145,Tamara Drewe,2010,R,10 Sep 2010,107 min,"Comedy, Drama, Romance",Stephen Frears,"Posy Simmonds, Moira Buffini","Gemma Arterton, Luke Evans, Dominic Cooper","A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.",English,United Kingdom,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzAyZjRiNjctNGFkOS00MTIwLWJkYWUtMjcwZjgwM2JlZDIwXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.2,"21,529",tt1486190,movie,08 Feb 2011,"$560,391",N/A,N/A,True,,
146,Twelve,2010,R,06 Aug 2010,93 min,"Action, Crime, Drama",Joel Schumacher,"Jordan Melamed, Nick McDonell","Chace Crawford, Emma Roberts, Rory Culkin","A young drug dealer watches as his high-rolling life is dismantled in the wake of his cousin's murder, which sees his best friend arrested for the crime.",English,"United States, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTM0NTgwMjc4MV5BMl5BanBnXkFtZTcwMzA3ODk1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.6,"12,169",tt1407084,movie,28 Dec 2010,"$183,920",N/A,N/A,True,,
147,The Housemaid,2010,Not Rated,26 Jan 2011,107 min,"Drama, Thriller",Im Sang-soo,"Kim Ki-young, Im Sang-soo","Jeon Do-yeon, Lee Jung-jae, Yuh-Jung Youn",A man's affair with his family's housemaid leads to dark consequences.,"Korean, English",South Korea,15 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BNGM0MTMxOGMtNTYxMy00OTJhLWI1YmMtYzMxOWJiMTliYzY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.4,"10,596",tt1314652,movie,04 Apr 2017,"$157,961",N/A,N/A,True,,
148,Beginners,2010,R,09 Jun 2011,105 min,"Comedy, Drama, Romance",Mike Mills,Mike Mills,"Ewan McGregor, Christopher Plummer, Mélanie Laurent",A young man is rocked by two announcements from his elderly father: that he has terminal cancer and that he has a young male lover.,"English, French",United States,Won 1 Oscar. 36 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMjAyNDcxNTk3NV5BMl5BanBnXkFtZTcwMjk4MDU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.2,"90,836",tt1532503,movie,01 Nov 2011,"$5,790,894",N/A,N/A,True,,
149,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,24 Sep 2010,97 min,"Animation, Action, Adventure",Zack Snyder,"John Orloff, Emil Stern, Kathryn Lasky","Jim Sturgess, Hugo Weaving, David Wenham","When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",English,"United States, Australia",4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"81,729",tt1219342,movie,17 Dec 2010,"$55,675,313",N/A,N/A,True,,
150,Rabbit Hole,2010,PG-13,28 Jan 2011,91 min,Drama,John Cameron Mitchell,David Lindsay-Abaire,"Nicole Kidman, Aaron Eckhart, Dianne Wiest",Life for a happy couple is turned upside down after their young son dies in an accident.,English,United States,Nominated for 1 Oscar. 7 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.0,"48,820",tt0935075,movie,19 Apr 2011,"$2,229,058",N/A,N/A,True,,
151,Meek's Cutoff,2010,PG,15 Apr 2011,104 min,"Adventure, Drama, Thriller",Kelly Reichardt,Jonathan Raymond,"Michelle Williams, Bruce Greenwood, Paul Dano",Settlers traveling through the Oregon desert in 1845 find themselves stranded in harsh conditions.,English,United States,7 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTM0MzQzMjUxM15BMl5BanBnXkFtZTcwNzgyNjg0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.6,"13,642",tt1518812,movie,20 Sep 2011,"$977,772",N/A,N/A,True,,
152,Conviction,2010,R,05 Nov 2010,107 min,"Biography, Crime, Drama",Tony Goldwyn,Pamela Gray,"Hilary Swank, Sam Rockwell, Melissa Leo","A working mother puts herself through law school in an effort to represent her brother, who has been wrongfully convicted of murder and has exhausted his chances to appeal his conviction through public defenders.",English,"Switzerland, United Kingdom, United States",9 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjEwNzUzNTk0Ml5BMl5BanBnXkFtZTcwMDE1MTk1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.2,"43,906",tt1244754,movie,01 Feb 2011,"$6,783,129",N/A,N/A,True,,
153,Trust,2010,R,28 Apr 2011,106 min,"Crime, Drama, Thriller",David Schwimmer,"Andy Bellin, Robert Festinger","Clive Owen, Catherine Keener, Liana Liberato",A teenage girl is targeted by an online sexual predator.,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzM2Mjc0Nzc4NF5BMl5BanBnXkFtZTcwNDk0MjY0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.9,"42,090",tt1529572,movie,26 Jul 2011,"$120,016",N/A,N/A,True,,
154,My Name Is Khan,2010,PG-13,12 Feb 2010,165 min,Drama,Karan Johar,"Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Kajol, Sheetal Menon",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,"Hindi, English","India, United States, United Arab Emirates, Hong Kong",23 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,8.0,"103,900",tt1188996,movie,10 Aug 2010,"$4,018,771",N/A,N/A,True,,
155,Last Night,2010,R,16 Feb 2011,93 min,"Drama, Romance",Massy Tadjedin,Massy Tadjedin,"Keira Knightley, Sam Worthington, Eva Mendes","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",English,"United States, France",4 nominations,https://m.media-amazon.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"48,203",tt1294688,movie,02 Aug 2011,"$99,000",N/A,N/A,True,,
