,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
174,Southbound,2015,R,09 Feb 2016,89 min,Horror,"Roxanne Benjamin, Matt Bettinelli-Olpin, David Bruckner","Matt Bettinelli-Olpin, Roxanne Benjamin, Susan Burke","Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic",Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU1NDg3NjE5MF5BMl5BanBnXkFtZTgwNzQxNjA3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.9,"18,533",tt4935334,movie,17 May 2016,"$23,665",N/A,N/A,True,
175,X-Men: Days of Future Past,2014,PG-13,23 May 2014,132 min,"Action, Adventure, Sci-Fi",Bryan Singer,"Simon Kinberg, Jane Goldman, Matthew Vaughn","Patrick Stewart, Ian McKellen, Hugh Jackman",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,"English, Vietnamese, French","United States, United Kingdom",Nominated for 1 Oscar. 16 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.9,"687,967",tt1877832,movie,14 Oct 2014,"$233,921,534",N/A,N/A,True,
176,Hyena Road,2015,R,09 Oct 2015,120 min,"Action, Drama, War",Paul Gross,Paul Gross,"Rossif Sutherland, Allan Hawco, David Richmond-Peck","Three different men, three different worlds, three different wars - all stand at the intersection of modern warfare - a murky world of fluid morality where all is not as it seems.",English,Canada,5 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMzAyMzI2NDMyOV5BMl5BanBnXkFtZTgwMTc2NjIxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.5,"7,585",tt4034452,movie,26 Jan 2016,"$1,430",N/A,N/A,True,
177,Slow West,2015,R,16 Apr 2015,84 min,"Action, Adventure, Drama",John Maclean,John Maclean,"Kodi Smit-McPhee, Caren Pistorius, Aorere Paki","A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.","English, French","United Kingdom, New Zealand",7 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BNTYxNDA5ODk5NF5BMl5BanBnXkFtZTgwNzMwMzIwNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"44,727",tt3205376,movie,07 Jul 2015,"$229,094",N/A,N/A,True,
178,The End of the Tour,2015,R,12 Nov 2015,106 min,"Biography, Drama",James Ponsoldt,"Donald Margulies, David Lipsky","Jason Segel, Jesse Eisenberg, Anna Chlumsky","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",English,United States,4 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMTUwODU3NjQxNF5BMl5BanBnXkFtZTgwODE2NTE4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.3,"30,101",tt3416744,movie,03 Nov 2015,"$3,002,884",N/A,N/A,True,
179,Cop Car,2015,R,07 Aug 2015,88 min,"Crime, Thriller",Jon Watts,"Jon Watts, Christopher Ford, Kaden Selvidge","Kevin Bacon, James Freedson-Jackson, Hays Wellford",A small-town sheriff sets out to find the two kids who have taken his car on a joy ride.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTY1NjA2ODY0OF5BMl5BanBnXkFtZTgwNzYwODA1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.3,"32,387",tt3813310,movie,29 Sep 2015,"$134,552",N/A,N/A,True,
180,The Daughter,2015,N/A,27 Jan 2017,96 min,Drama,Simon Stone,"Simon Stone, Henrik Ibsen","Geoffrey Rush, Nicholas Hope, Sam Neill","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",English,Australia,10 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMTY2MzA0MTUyMl5BMl5BanBnXkFtZTgwMTkyMjEyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"5,162",tt3922816,movie,25 Oct 2016,"$26,376",N/A,N/A,True,
181,Jem and the Holograms,2015,PG,23 Oct 2015,118 min,"Adventure, Drama, Family",Jon M. Chu,Ryan Landels,"Aubrey Peeples, Stefanie Scott, Aurora Perrineau","As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a journey of discovering that some talents are too special to keep hidden.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjIxMDI1MTI2M15BMl5BanBnXkFtZTgwODYzODc2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.2,"7,751",tt3614530,movie,19 Jan 2016,"$2,184,640",N/A,N/A,True,
182,Cemetery of Splendor,2015,Unrated,02 Sep 2015,122 min,"Drama, Fantasy, Mystery",Apichatpong Weerasethakul,Apichatpong Weerasethakul,"Jenjira Pongpas, Banlop Lomnoi, Jarinpattra Rueangram",A group of soldiers in a small town on the Mekong River in northern Thailand are struck with a bizarre sleeping illness.,"Thai, English","Thailand, United Kingdom, Germany, France, Malaysia, South Korea, Mexico, United States, Norway",7 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMjE4NzUzNDIzNV5BMl5BanBnXkFtZTgwMjIyMjg3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,6.8,"4,662",tt2818654,movie,28 Jun 2016,"$51,950",N/A,N/A,True,
183,Captive,2015,PG-13,18 Sep 2015,97 min,"Action, Biography, Crime",Jerry Jameson,"Brian Bird, Ashley Smith, Stacy Mattingly","Kate Mara, David Oyelowo, Mimi Rogers",A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.,English,"United States, Mexico",3 nominations,https://m.media-amazon.com/images/M/MV5BMjMwNzIyNTY5N15BMl5BanBnXkFtZTgwOTUyNDEwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.4,"6,753",tt3268668,movie,05 Jan 2016,"$2,583,301",N/A,N/A,True,
184,Our Brand Is Crisis,2015,R,30 Oct 2015,107 min,"Comedy, Drama",David Gordon Green,"Rachel Boynton, Peter Straughan","Sandra Bullock, Billy Bob Thornton, Anthony Mackie","A battle-hardened American political consultant is sent to help re-elect a controversial president in Bolivia, where she must compete with a long-term rival working for another candidate.","English, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTg5MDUwMDQwM15BMl5BanBnXkFtZTgwNTczMjU3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"21,899",tt1018765,movie,02 Feb 2016,"$7,002,261",N/A,N/A,True,
185,Unfinished Business,2015,R,06 Mar 2015,91 min,"Comedy, Drama",Ken Scott,Steve Conrad,"Vince Vaughn, Dave Franco, Tom Wilkinson","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.4,"33,230",tt2358925,movie,16 Jun 2015,"$10,219,501",N/A,N/A,True,
186,Hot Tub Time Machine 2,2015,R,20 Feb 2015,93 min,"Comedy, Mystery, Sci-Fi",Steve Pink,"Josh Heald, John Karnay","Rob Corddry, Craig Robinson, Clark Duke","When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The three end up 10 years in the future, where they need to go to find the shooter.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTU3NzQzMzE0NV5BMl5BanBnXkFtZTgwMDM4MTI0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.1,"38,404",tt2637294,movie,19 May 2015,"$12,314,651",N/A,N/A,True,
187,Turbo Kid,2015,Not Rated,28 Aug 2015,93 min,"Action, Adventure, Comedy","François Simard, Anouk Whissell, Yoann-Karl Whissell","Anouk Whissell, François Simard, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",English,"Canada, New Zealand, United States",22 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTY1NjkwNDQ0NF5BMl5BanBnXkFtZTgwMTkyOTE2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.7,"27,560",tt3672742,movie,08 Dec 2015,"$67,069",N/A,N/A,True,
188,The Overnight,2015,R,19 Jun 2015,79 min,"Comedy, Mystery",Patrick Brice,Patrick Brice,"Adam Scott, Taylor Schilling, Jason Schwartzman","Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on.","English, French",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0MjQ3MTY3OF5BMl5BanBnXkFtZTgwMjg2MjQ5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.1,"16,776",tt3844362,movie,15 Sep 2015,"$1,110,522",N/A,N/A,True,
189,"Hello, My Name Is Doris",2015,R,01 Apr 2016,90 min,"Comedy, Drama, Romance",Michael Showalter,"Laura Terruso, Michael Showalter","Sally Field, Max Greenfield, Tyne Daly",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,English,United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.6,"20,108",tt3766394,movie,14 Jun 2016,"$14,444,999",N/A,N/A,True,
190,Ricki and the Flash,2015,PG-13,07 Aug 2015,101 min,"Comedy, Drama, Music",Jonathan Demme,Diablo Cody,"Meryl Streep, Kevin Kline, Mamie Gummer","A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTY1NzIxNzkzM15BMl5BanBnXkFtZTgwMzAzNjIzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.9,"23,237",tt3623726,movie,10 Nov 2015,"$26,822,144",N/A,N/A,True,
191,Danny Collins,2015,R,10 Apr 2015,106 min,"Biography, Comedy, Drama",Dan Fogelman,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner",An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNDk5NTYxOTk2MV5BMl5BanBnXkFtZTgwMzIxMjE0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.0,"31,086",tt1772288,movie,30 Jun 2015,"$5,637,066",N/A,N/A,True,
192,Son of Saul,2015,R,11 Jun 2015,107 min,"Drama, War",László Nemes,"László Nemes, Clara Royer","Géza Röhrig, Levente Molnár, Urs Rechn",A Jewish-Hungarian concentration camp prisoner sets out to give a child he mistook for his son a proper burial.,"Hungarian, Yiddish, German, Russian, Polish, French, Greek, Slovak, Hebrew",Hungary,Won 1 Oscar. 66 wins & 62 nominations total,https://m.media-amazon.com/images/M/MV5BODcxYzMzNTktNDc2Zi00MzFjLWFhMDUtY2U2MTgxMTcyOTU5XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.5,"47,747",tt3808342,movie,26 Apr 2016,"$1,777,043",N/A,N/A,True,
193,Mr. Holmes,2015,PG,24 Jul 2015,104 min,"Drama, Mystery",Bill Condon,"Mitch Cullin, Jeffrey Hatcher, Arthur Conan Doyle","Ian McKellen, Laura Linney, Hiroyuki Sanada","An aged, retired Sherlock Holmes deals with dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.","English, Japanese, French","United Kingdom, United States",19 nominations,https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"63,440",tt3168230,movie,10 Nov 2015,"$17,737,646",N/A,N/A,True,
194,Empire of Lust,2015,N/A,05 Mar 2015,113 min,"Action, Drama, Romance",Sang-hoon Ahn,Se-hee Kim,"Jang Hyuk, Shin Ha-kyun, Kang Ha-Neul","Kim Min-jae (Shin Ha-kyun), is a brilliant general who's distinguished himself by protecting the borders of the recently established Joseon dynasty. He keeps a close eye on Yi Bang-won (Jang Hyuk), the fifth son of King Taejo (Son By",Korean,South Korea,1 nomination,https://m.media-amazon.com/images/M/MV5BNjk5ODU1NDIxN15BMl5BanBnXkFtZTgwOTE3MDQ5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,544,tt3544326,movie,23 Mar 2017,"$10,654",N/A,N/A,True,
195,Paul Blart: Mall Cop 2,2015,PG,17 Apr 2015,94 min,"Action, Comedy, Crime",Andy Fickman,"Kevin James, Nick Bakay","Kevin James, Raini Rodriguez, Eduardo Verástegui","After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart a",English,United States,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '13/100'}]",13,4.4,"36,637",tt3450650,movie,14 Jul 2015,"$71,038,190",N/A,N/A,True,
196,Remember,2015,R,17 Dec 2015,94 min,"Drama, Mystery, Thriller",Atom Egoyan,Benjamin August,"Christopher Plummer, Kim Roberts, Amanda Smith","With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.","English, German","Canada, Mexico, Germany, South Africa",6 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BMjM3OTY3Njc1OV5BMl5BanBnXkFtZTgwNDY0MzE1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.5,"24,754",tt3704050,movie,16 Feb 2016,"$1,184,564",N/A,N/A,True,
197,War Room,2015,PG,28 Aug 2015,120 min,Drama,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Priscilla C. Shirer, T.C. Stallings, Karen Abercrombie","A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman.",English,United States,5 wins,https://m.media-amazon.com/images/M/MV5BMTYyNTUxMjQwNF5BMl5BanBnXkFtZTgwNDY5MDIwNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,6.5,"14,567",tt3832914,movie,22 Dec 2015,"$67,790,117",N/A,N/A,True,
198,Dragon Blade,2015,R,04 Sep 2015,127 min,"Action, Drama, Fantasy",Daniel Lee,Daniel Lee,"Jackie Chan, John Cusack, Adrien Brody","When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.","Mandarin, English, Latin","China, Hong Kong",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTk0MjgxOTQ5MF5BMl5BanBnXkFtZTgwODA3NTUwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.0,"19,494",tt3672840,movie,22 Dec 2015,"$74,068",N/A,N/A,True,
199,45 Years,2015,R,28 Aug 2015,91 min,"Drama, Romance",Andrew Haigh,"Andrew Haigh, David Constantine","Charlotte Rampling, Tom Courtenay, Geraldine James",A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.,English,United Kingdom,Nominated for 1 Oscar. 22 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxMTQ4NzMyN15BMl5BanBnXkFtZTgwODA0MTgyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.1,"32,451",tt3544082,movie,14 Jun 2016,"$4,247,285",N/A,N/A,True,
